timestamp,sender,recipient,subject,attachment_name,attachment_type,auth_status,source_ip
2025-08-01 08:57:00,stephanieknight@paypa1.com,krobles@company.com,Important payroll document,,,pass,119.182.20.27
2025-08-01 09:00:00,sabrinahill@micr0soft-support.net,donaldwashington@company.com,Password reset request,,,pass,220.108.4.192
2025-08-01 09:03:00,monica35@yahoo.com,coltonsmith@company.com,Invoice attached,Congress.exe,exe,pass,143.74.189.12
2025-08-01 09:06:00,bnguyen@paypal.com,bcastillo@company.com,Invoice attached,campaign.pdf,pdf,pass,130.205.199.52
2025-08-01 09:09:00,amy86@micr0soft-support.net,aprilchapman@company.com,Password reset request,rate.zip,zip,fail,6.163.119.104
2025-08-01 09:12:00,benjamin35@micr0soft-support.net,qcrawford@company.com,Urgent: Verify your account,chance.pdf,pdf,pass,180.218.73.132
2025-08-01 09:15:00,cgates@google.com,roseadam@company.com,Urgent: Verify your account,deep.xlsm,xlsm,pass,79.234.18.55
2025-08-01 09:18:00,catherine70@paypal.com,dillontaylor@company.com,Password reset request,bit.pdf,pdf,pass,204.113.68.113
2025-08-01 09:21:00,pattersonalexander@microsoft.com,ojohnson@company.com,Urgent: Verify your account,,,pass,158.143.68.130
2025-08-01 09:24:00,jameswilliams@goog1e-secure.net,jeremypacheco@company.com,Invoice attached,,,pass,34.183.149.118
2025-08-01 09:27:00,barrettdustin@goog1e-secure.net,ifarrell@company.com,Invoice attached,,,pass,137.64.194.76
2025-08-01 09:30:00,lisapatterson@micr0soft-support.net,pjohnson@company.com,Urgent: Verify your account,style.pdf,pdf,pass,104.153.60.30
2025-08-01 09:33:00,buckleygary@yahoo.com,mwashington@company.com,Urgent: Verify your account,agreement.xlsm,xlsm,pass,216.101.12.239
2025-08-01 09:36:00,omcgrath@google.com,itorres@company.com,Team meeting update,door.xlsm,xlsm,pass,114.92.55.42
2025-08-01 09:39:00,murraykyle@paypa1.com,zhardy@company.com,Password reset request,if.exe,exe,pass,164.38.237.6
2025-08-01 09:42:00,fpace@micr0soft-support.net,marygarcia@company.com,Important payroll document,,,fail,23.140.160.48
2025-08-01 09:45:00,henrydavila@paypal.com,showard@company.com,Password reset request,man.zip,zip,pass,206.52.156.217
2025-08-01 09:48:00,hsmith@goog1e-secure.net,hannah19@company.com,Important payroll document,,,pass,139.160.119.82
2025-08-01 09:51:00,olsenkimberly@micr0soft-support.net,lewisalex@company.com,Team meeting update,,,fail,185.68.182.242
2025-08-01 09:54:00,charlescampbell@google.com,benjaminfrazier@company.com,Password reset request,,,pass,85.53.41.75
2025-08-01 09:57:00,garciaadam@google.com,melissa03@company.com,Team meeting update,dinner.zip,zip,pass,153.54.153.214
2025-08-01 10:00:00,millercarolyn@google.com,bryan17@company.com,Password reset request,either.pdf,pdf,pass,123.207.102.218
2025-08-01 10:03:00,olivingston@microsoft.com,stewartmichael@company.com,Important payroll document,,,pass,145.59.158.1
2025-08-01 10:06:00,lori02@outlook.com,gdavis@company.com,Team meeting update,get.pdf,pdf,pass,222.199.232.50
2025-08-01 10:09:00,martin60@goog1e-secure.net,jkerr@company.com,Password reset request,us.xlsm,xlsm,pass,6.197.246.212
2025-08-01 10:12:00,mary23@yahoo.com,jaredburgess@company.com,Important payroll document,,,pass,132.49.70.199
2025-08-01 10:15:00,karenbanks@goog1e-secure.net,usantos@company.com,Important payroll document,type.pdf,pdf,pass,37.171.143.252
2025-08-01 10:18:00,tyler75@paypal.com,mitchell81@company.com,Important payroll document,,,pass,91.167.40.79
2025-08-01 10:21:00,vickiegonzalez@yahoo.com,jross@company.com,Invoice attached,road.exe,exe,pass,68.135.173.158
2025-08-01 10:24:00,wilsonkristine@goog1e-secure.net,sheila38@company.com,Invoice attached,,,pass,167.214.238.67
2025-08-01 10:27:00,bakervanessa@google.com,rlee@company.com,Invoice attached,behind.pdf,pdf,pass,106.197.179.177
2025-08-01 10:30:00,yhawkins@google.com,todd23@company.com,Team meeting update,,,pass,93.97.36.84
2025-08-01 10:33:00,ylee@paypa1.com,ralphtravis@company.com,Urgent: Verify your account,,,pass,36.56.100.32
2025-08-01 10:36:00,lgeorge@paypal.com,cherylolson@company.com,Invoice attached,lawyer.exe,exe,pass,29.145.96.249
2025-08-01 10:39:00,russelldebra@paypal.com,ericwest@company.com,Important payroll document,mother.pdf,pdf,pass,121.81.82.77
2025-08-01 10:42:00,staceyrodriguez@google.com,aprilswanson@company.com,Team meeting update,heart.exe,exe,pass,50.123.40.69
2025-08-01 10:45:00,shaneanderson@google.com,brucedavid@company.com,Password reset request,,,pass,171.129.50.65
2025-08-01 10:48:00,shannonmartinez@micr0soft-support.net,amorales@company.com,Important payroll document,,,fail,75.60.162.181
2025-08-01 10:51:00,christophercochran@yahoo.com,deckerwendy@company.com,Urgent: Verify your account,,,pass,172.190.36.131
2025-08-01 10:54:00,foleyryan@microsoft.com,chamberssean@company.com,Password reset request,phone.pdf,pdf,pass,70.123.142.189
2025-08-01 10:57:00,jordanmatthew@outlook.com,greenjason@company.com,Important payroll document,quite.xlsm,xlsm,pass,117.19.138.210
2025-08-01 11:00:00,samueljohnson@paypal.com,wilcoxryan@company.com,Urgent: Verify your account,,,pass,12.153.76.196
2025-08-01 11:03:00,baxterstephanie@google.com,xharris@company.com,Urgent: Verify your account,,,pass,39.158.126.208
2025-08-01 11:06:00,sierra55@paypal.com,logan94@company.com,Important payroll document,,,pass,53.244.14.184
2025-08-01 11:09:00,rhodeslisa@microsoft.com,dennis39@company.com,Invoice attached,,,pass,172.38.38.145
2025-08-01 11:12:00,amandabest@outlook.com,mary09@company.com,Urgent: Verify your account,shake.exe,exe,pass,88.174.43.162
2025-08-01 11:15:00,richardturner@outlook.com,joannabarber@company.com,Invoice attached,pay.xlsm,xlsm,pass,38.184.114.224
2025-08-01 11:18:00,bradleyjeffrey@goog1e-secure.net,daniel75@company.com,Urgent: Verify your account,anything.zip,zip,pass,54.3.171.0
2025-08-01 11:21:00,hugheselizabeth@microsoft.com,wallacedavid@company.com,Important payroll document,,,pass,20.149.235.183
2025-08-01 11:24:00,murphydeborah@paypal.com,joseph49@company.com,Invoice attached,dream.zip,zip,pass,128.222.143.194
